filename,width,height,class,xmin,ymin,xmax,ymax
0 (950).png,45,45,0,0,0,45,45
0 (951).png,45,45,0,0,0,45,45
0 (952).png,45,45,0,0,0,45,45
0 (953).png,45,45,0,0,0,45,45
0 (954).png,45,45,0,0,0,45,45
0 (955).png,45,45,0,0,0,45,45
0 (956).png,45,45,0,0,0,45,45
0 (957).png,45,45,0,0,0,45,45
0 (958).png,45,45,0,0,0,45,45
0 (959).png,45,45,0,0,0,45,45
0 (96).png,45,45,0,0,0,45,45
0 (960).png,45,45,0,0,0,45,45
0 (961).png,45,45,0,0,0,45,45
0 (962).png,45,45,0,0,0,45,45
0 (963).png,45,45,0,0,0,45,45
0 (964).png,45,45,0,0,0,45,45
0 (965).png,45,45,0,0,0,45,45
0 (966).png,45,45,0,0,0,45,45
0 (967).png,45,45,0,0,0,45,45
0 (968).png,45,45,0,0,0,45,45
0 (969).png,45,45,0,0,0,45,45
0 (97).png,45,45,0,0,0,45,45
0 (970).png,45,45,0,0,0,45,45
0 (971).png,45,45,0,0,0,45,45
0 (972).png,45,45,0,0,0,45,45
0 (973).png,45,45,0,0,0,45,45
0 (974).png,45,45,0,0,0,45,45
0 (975).png,45,45,0,0,0,45,45
0 (976).png,45,45,0,0,0,45,45
0 (977).png,45,45,0,0,0,45,45
0 (978).png,45,45,0,0,0,45,45
0 (979).png,45,45,0,0,0,45,45
0 (98).png,45,45,0,0,0,45,45
0 (980).png,45,45,0,0,0,45,45
0 (981).png,45,45,0,0,0,45,45
0 (982).png,45,45,0,0,0,45,45
0 (983).png,45,45,0,0,0,45,45
0 (984).png,45,45,0,0,0,45,45
0 (985).png,45,45,0,0,0,45,45
0 (986).png,45,45,0,0,0,45,45
0 (987).png,45,45,0,0,0,45,45
0 (988).png,45,45,0,0,0,45,45
0 (989).png,45,45,0,0,0,45,45
0 (99).png,45,45,0,0,0,45,45
0 (990).png,45,45,0,0,0,45,45
0 (991).png,45,45,0,0,0,45,45
0 (992).png,45,45,0,0,0,45,45
0 (993).png,45,45,0,0,0,45,45
0 (994).png,45,45,0,0,0,45,45
0 (995).png,45,45,0,0,0,45,45
0 (996).png,45,45,0,0,0,45,45
0 (997).png,45,45,0,0,0,45,45
0 (998).png,45,45,0,0,0,45,45
0 (999).png,45,45,0,0,0,45,45
1 (123).png,45,45,1,0,0,45,45
1 (124).png,45,45,1,0,0,45,45
1 (125).png,45,45,1,0,0,45,45
1 (126).png,45,45,1,0,0,45,45
1 (127).png,45,45,1,0,0,45,45
1 (128).png,45,45,1,0,0,45,45
1 (129).png,45,45,1,0,0,45,45
1 (130).png,45,45,1,0,0,45,45
1 (131).png,45,45,1,0,0,45,45
1 (132).png,45,45,1,0,0,45,45
1 (133).png,45,45,1,0,0,45,45
1 (134).png,45,45,1,0,0,45,45
1 (135).png,45,45,1,0,0,45,45
1 (136).png,45,45,1,0,0,45,45
1 (137).png,45,45,1,0,0,45,45
1 (138).png,45,45,1,0,0,45,45
1 (139).png,45,45,1,0,0,45,45
1 (140).png,45,45,1,0,0,45,45
1 (141).png,45,45,1,0,0,45,45
1 (142).png,45,45,1,0,0,45,45
1 (143).png,45,45,1,0,0,45,45
1 (144).png,45,45,1,0,0,45,45
1 (145).png,45,45,1,0,0,45,45
1 (146).png,45,45,1,0,0,45,45
1 (147).png,45,45,1,0,0,45,45
1 (148).png,45,45,1,0,0,45,45
1 (149).png,45,45,1,0,0,45,45
1 (150).png,45,45,1,0,0,45,45
1 (151).png,45,45,1,0,0,45,45
1 (152).png,45,45,1,0,0,45,45
1 (153).png,45,45,1,0,0,45,45
1 (154).png,45,45,1,0,0,45,45
1 (155).png,45,45,1,0,0,45,45
1 (156).png,45,45,1,0,0,45,45
1 (157).png,45,45,1,0,0,45,45
1 (158).png,45,45,1,0,0,45,45
1 (159).png,45,45,1,0,0,45,45
1 (160).png,45,45,1,0,0,45,45
1 (161).png,45,45,1,0,0,45,45
1 (162).png,45,45,1,0,0,45,45
1 (163).png,45,45,1,0,0,45,45
1 (164).png,45,45,1,0,0,45,45
1 (165).png,45,45,1,0,0,45,45
1 (166).png,45,45,1,0,0,45,45
1 (167).png,45,45,1,0,0,45,45
1 (168).png,45,45,1,0,0,45,45
1 (169).png,45,45,1,0,0,45,45
1 (170).png,45,45,1,0,0,45,45
1 (171).png,45,45,1,0,0,45,45
1 (172).png,45,45,1,0,0,45,45
1 (173).png,45,45,1,0,0,45,45
1 (174).png,45,45,1,0,0,45,45
1 (175).png,45,45,1,0,0,45,45
1 (176).png,45,45,1,0,0,45,45
1 (177).png,45,45,1,0,0,45,45
1 (178).png,45,45,1,0,0,45,45
1 (179).png,45,45,1,0,0,45,45
1 (180).png,45,45,1,0,0,45,45
1 (181).png,45,45,1,0,0,45,45
1 (182).png,45,45,1,0,0,45,45
1 (183).png,45,45,1,0,0,45,45
1 (184).png,45,45,1,0,0,45,45
1 (185).png,45,45,1,0,0,45,45
1 (186).png,45,45,1,0,0,45,45
1 (187).png,45,45,1,0,0,45,45
1 (188).png,45,45,1,0,0,45,45
1 (189).png,45,45,1,0,0,45,45
1 (190).png,45,45,1,0,0,45,45
1 (191).png,45,45,1,0,0,45,45
1 (192).png,45,45,1,0,0,45,45
1 (193).png,45,45,1,0,0,45,45
1 (194).png,45,45,1,0,0,45,45
1 (195).png,45,45,1,0,0,45,45
1 (196).png,45,45,1,0,0,45,45
1 (197).png,45,45,1,0,0,45,45
1 (198).png,45,45,1,0,0,45,45
1 (199).png,45,45,1,0,0,45,45
1 (200).png,45,45,1,0,0,45,45
1 (201).png,45,45,1,0,0,45,45
1 (202).png,45,45,1,0,0,45,45
1 (203).png,45,45,1,0,0,45,45
1 (204).png,45,45,1,0,0,45,45
1 (205).png,45,45,1,0,0,45,45
1 (206).png,45,45,1,0,0,45,45
1 (207).png,45,45,1,0,0,45,45
1 (208).png,45,45,1,0,0,45,45
1 (209).png,45,45,1,0,0,45,45
1 (210).png,45,45,1,0,0,45,45
1 (211).png,45,45,1,0,0,45,45
1 (212).png,45,45,1,0,0,45,45
1 (213).png,45,45,1,0,0,45,45
1 (214).png,45,45,1,0,0,45,45
1 (215).png,45,45,1,0,0,45,45
1 (216).png,45,45,1,0,0,45,45
1 (217).png,45,45,1,0,0,45,45
1 (218).png,45,45,1,0,0,45,45
1 (219).png,45,45,1,0,0,45,45
1 (220).png,45,45,1,0,0,45,45
1 (221).png,45,45,1,0,0,45,45
1 (222).png,45,45,1,0,0,45,45
1 (223).png,45,45,1,0,0,45,45
1 (224).png,45,45,1,0,0,45,45
1 (225).png,45,45,1,0,0,45,45
1 (226).png,45,45,1,0,0,45,45
1 (227).png,45,45,1,0,0,45,45
1 (228).png,45,45,1,0,0,45,45
1 (229).png,45,45,1,0,0,45,45
1 (230).png,45,45,1,0,0,45,45
1 (231).png,45,45,1,0,0,45,45
1 (232).png,45,45,1,0,0,45,45
1 (233).png,45,45,1,0,0,45,45
1 (234).png,45,45,1,0,0,45,45
1 (235).png,45,45,1,0,0,45,45
1 (236).png,45,45,1,0,0,45,45
1 (237).png,45,45,1,0,0,45,45
1 (238).png,45,45,1,0,0,45,45
1 (239).png,45,45,1,0,0,45,45
1 (240).png,45,45,1,0,0,45,45
1 (241).png,45,45,1,0,0,45,45
1 (242).png,45,45,1,0,0,45,45
1 (243).png,45,45,1,0,0,45,45
1 (244).png,45,45,1,0,0,45,45
1 (245).png,45,45,1,0,0,45,45
1 (246).png,45,45,1,0,0,45,45
1 (247).png,45,45,1,0,0,45,45
1 (248).png,45,45,1,0,0,45,45
1 (249).png,45,45,1,0,0,45,45
1 (250).png,45,45,1,0,0,45,45
1 (251).png,45,45,1,0,0,45,45
1 (252).png,45,45,1,0,0,45,45
1 (253).png,45,45,1,0,0,45,45
1 (254).png,45,45,1,0,0,45,45
1 (255).png,45,45,1,0,0,45,45
1 (256).png,45,45,1,0,0,45,45
1 (257).png,45,45,1,0,0,45,45
1 (258).png,45,45,1,0,0,45,45
1 (259).png,45,45,1,0,0,45,45
1 (260).png,45,45,1,0,0,45,45
1 (261).png,45,45,1,0,0,45,45
1 (262).png,45,45,1,0,0,45,45
1 (263).png,45,45,1,0,0,45,45
1 (264).png,45,45,1,0,0,45,45
1 (265).png,45,45,1,0,0,45,45
1 (266).png,45,45,1,0,0,45,45
1 (267).png,45,45,1,0,0,45,45
1 (268).png,45,45,1,0,0,45,45
1 (269).png,45,45,1,0,0,45,45
1 (270).png,45,45,1,0,0,45,45
1 (271).png,45,45,1,0,0,45,45
1 (272).png,45,45,1,0,0,45,45
1 (273).png,45,45,1,0,0,45,45
1 (274).png,45,45,1,0,0,45,45
1 (275).png,45,45,1,0,0,45,45
1 (276).png,45,45,1,0,0,45,45
1 (277).png,45,45,1,0,0,45,45
1 (278).png,45,45,1,0,0,45,45
1 (279).png,45,45,1,0,0,45,45
1 (280).png,45,45,1,0,0,45,45
1 (281).png,45,45,1,0,0,45,45
1 (282).png,45,45,1,0,0,45,45
1 (283).png,45,45,1,0,0,45,45
1 (284).png,45,45,1,0,0,45,45
1 (285).png,45,45,1,0,0,45,45
1 (286).png,45,45,1,0,0,45,45
1 (287).png,45,45,1,0,0,45,45
1 (288).png,45,45,1,0,0,45,45
1 (289).png,45,45,1,0,0,45,45
1 (290).png,45,45,1,0,0,45,45
1 (291).png,45,45,1,0,0,45,45
1 (292).png,45,45,1,0,0,45,45
1 (293).png,45,45,1,0,0,45,45
1 (294).png,45,45,1,0,0,45,45
1 (295).png,45,45,1,0,0,45,45
1 (296).png,45,45,1,0,0,45,45
1 (297).png,45,45,1,0,0,45,45
1 (298).png,45,45,1,0,0,45,45
1 (299).png,45,45,1,0,0,45,45
1 (300).png,45,45,1,0,0,45,45
1 (301).png,45,45,1,0,0,45,45
1 (302).png,45,45,1,0,0,45,45
1 (303).png,45,45,1,0,0,45,45
1 (304).png,45,45,1,0,0,45,45
1 (305).png,45,45,1,0,0,45,45
1 (306).png,45,45,1,0,0,45,45
1 (307).png,45,45,1,0,0,45,45
1 (308).png,45,45,1,0,0,45,45
1 (309).png,45,45,1,0,0,45,45
1 (310).png,45,45,1,0,0,45,45
1 (311).png,45,45,1,0,0,45,45
1 (312).png,45,45,1,0,0,45,45
1 (313).png,45,45,1,0,0,45,45
1 (314).png,45,45,1,0,0,45,45
1 (315).png,45,45,1,0,0,45,45
1 (316).png,45,45,1,0,0,45,45
1 (317).png,45,45,1,0,0,45,45
1 (318).png,45,45,1,0,0,45,45
1 (319).png,45,45,1,0,0,45,45
1 (320).png,45,45,1,0,0,45,45
1 (321).png,45,45,1,0,0,45,45
1 (322).png,45,45,1,0,0,45,45
1 (323).png,45,45,1,0,0,45,45
1 (324).png,45,45,1,0,0,45,45
1 (325).png,45,45,1,0,0,45,45
1 (326).png,45,45,1,0,0,45,45
1 (327).png,45,45,1,0,0,45,45
1 (328).png,45,45,1,0,0,45,45
1 (329).png,45,45,1,0,0,45,45
1 (330).png,45,45,1,0,0,45,45
1 (331).png,45,45,1,0,0,45,45
1 (332).png,45,45,1,0,0,45,45
1 (333).png,45,45,1,0,0,45,45
1 (334).png,45,45,1,0,0,45,45
1 (335).png,45,45,1,0,0,45,45
1 (336).png,45,45,1,0,0,45,45
1 (337).png,45,45,1,0,0,45,45
1 (338).png,45,45,1,0,0,45,45
1 (339).png,45,45,1,0,0,45,45
1 (340).png,45,45,1,0,0,45,45
1 (341).png,45,45,1,0,0,45,45
1 (342).png,45,45,1,0,0,45,45
1 (343).png,45,45,1,0,0,45,45
1 (344).png,45,45,1,0,0,45,45
1 (345).png,45,45,1,0,0,45,45
1 (346).png,45,45,1,0,0,45,45
1 (347).png,45,45,1,0,0,45,45
1 (348).png,45,45,1,0,0,45,45
1 (349).png,45,45,1,0,0,45,45
1 (350).png,45,45,1,0,0,45,45
1 (351).png,45,45,1,0,0,45,45
1 (352).png,45,45,1,0,0,45,45
1 (353).png,45,45,1,0,0,45,45
1 (354).png,45,45,1,0,0,45,45
1 (355).png,45,45,1,0,0,45,45
1 (356).png,45,45,1,0,0,45,45
1 (357).png,45,45,1,0,0,45,45
1 (358).png,45,45,1,0,0,45,45
1 (359).png,45,45,1,0,0,45,45
1 (360).png,45,45,1,0,0,45,45
1 (361).png,45,45,1,0,0,45,45
1 (362).png,45,45,1,0,0,45,45
1 (363).png,45,45,1,0,0,45,45
1 (364).png,45,45,1,0,0,45,45
1 (365).png,45,45,1,0,0,45,45
1 (366).png,45,45,1,0,0,45,45
1 (367).png,45,45,1,0,0,45,45
1 (368).png,45,45,1,0,0,45,45
1 (369).png,45,45,1,0,0,45,45
1 (370).png,45,45,1,0,0,45,45
1 (371).png,45,45,1,0,0,45,45
1 (372).png,45,45,1,0,0,45,45
1 (373).png,45,45,1,0,0,45,45
1 (374).png,45,45,1,0,0,45,45
1 (375).png,45,45,1,0,0,45,45
1 (376).png,45,45,1,0,0,45,45
1 (377).png,45,45,1,0,0,45,45
1 (378).png,45,45,1,0,0,45,45
1 (379).png,45,45,1,0,0,45,45
1 (380).png,45,45,1,0,0,45,45
1 (381).png,45,45,1,0,0,45,45
1 (382).png,45,45,1,0,0,45,45
1 (383).png,45,45,1,0,0,45,45
1 (384).png,45,45,1,0,0,45,45
1 (385).png,45,45,1,0,0,45,45
1 (386).png,45,45,1,0,0,45,45
1 (387).png,45,45,1,0,0,45,45
1 (388).png,45,45,1,0,0,45,45
1 (389).png,45,45,1,0,0,45,45
1 (390).png,45,45,1,0,0,45,45
1 (391).png,45,45,1,0,0,45,45
1 (392).png,45,45,1,0,0,45,45
1 (393).png,45,45,1,0,0,45,45
1 (394).png,45,45,1,0,0,45,45
1 (395).png,45,45,1,0,0,45,45
1 (396).png,45,45,1,0,0,45,45
1 (397).png,45,45,1,0,0,45,45
1 (398).png,45,45,1,0,0,45,45
1 (399).png,45,45,1,0,0,45,45
1 (400).png,45,45,1,0,0,45,45
1 (401).png,45,45,1,0,0,45,45
1 (402).png,45,45,1,0,0,45,45
1 (403).png,45,45,1,0,0,45,45
1 (404).png,45,45,1,0,0,45,45
1 (405).png,45,45,1,0,0,45,45
1 (406).png,45,45,1,0,0,45,45
1 (407).png,45,45,1,0,0,45,45
1 (408).png,45,45,1,0,0,45,45
1 (409).png,45,45,1,0,0,45,45
1 (410).png,45,45,1,0,0,45,45
1 (411).png,45,45,1,0,0,45,45
1 (412).png,45,45,1,0,0,45,45
1 (413).png,45,45,1,0,0,45,45
1 (414).png,45,45,1,0,0,45,45
1 (415).png,45,45,1,0,0,45,45
1 (416).png,45,45,1,0,0,45,45
1 (417).png,45,45,1,0,0,45,45
1 (418).png,45,45,1,0,0,45,45
1 (419).png,45,45,1,0,0,45,45
1 (420).png,45,45,1,0,0,45,45
1 (421).png,45,45,1,0,0,45,45
1 (422).png,45,45,1,0,0,45,45
1 (423).png,45,45,1,0,0,45,45
1 (424).png,45,45,1,0,0,45,45
1 (425).png,45,45,1,0,0,45,45
1 (426).png,45,45,1,0,0,45,45
1 (427).png,45,45,1,0,0,45,45
1 (428).png,45,45,1,0,0,45,45
1 (429).png,45,45,1,0,0,45,45
1 (430).png,45,45,1,0,0,45,45
1 (431).png,45,45,1,0,0,45,45
1 (432).png,45,45,1,0,0,45,45
1 (433).png,45,45,1,0,0,45,45
1 (434).png,45,45,1,0,0,45,45
1 (435).png,45,45,1,0,0,45,45
1 (436).png,45,45,1,0,0,45,45
1 (437).png,45,45,1,0,0,45,45
1 (438).png,45,45,1,0,0,45,45
1 (439).png,45,45,1,0,0,45,45
1 (440).png,45,45,1,0,0,45,45
1 (441).png,45,45,1,0,0,45,45
1 (442).png,45,45,1,0,0,45,45
1 (443).png,45,45,1,0,0,45,45
1 (444).png,45,45,1,0,0,45,45
1 (445).png,45,45,1,0,0,45,45
1 (446).png,45,45,1,0,0,45,45
1 (447).png,45,45,1,0,0,45,45
1 (448).png,45,45,1,0,0,45,45
1 (449).png,45,45,1,0,0,45,45
1 (450).png,45,45,1,0,0,45,45
1 (451).png,45,45,1,0,0,45,45
1 (452).png,45,45,1,0,0,45,45
1 (453).png,45,45,1,0,0,45,45
1 (454).png,45,45,1,0,0,45,45
1 (455).png,45,45,1,0,0,45,45
1 (456).png,45,45,1,0,0,45,45
1 (457).png,45,45,1,0,0,45,45
1 (458).png,45,45,1,0,0,45,45
1 (459).png,45,45,1,0,0,45,45
1 (460).png,45,45,1,0,0,45,45
1 (461).png,45,45,1,0,0,45,45
1 (462).png,45,45,1,0,0,45,45
1 (463).png,45,45,1,0,0,45,45
1 (464).png,45,45,1,0,0,45,45
1 (465).png,45,45,1,0,0,45,45
1 (466).png,45,45,1,0,0,45,45
1 (467).png,45,45,1,0,0,45,45
1 (468).png,45,45,1,0,0,45,45
1 (469).png,45,45,1,0,0,45,45
1 (470).png,45,45,1,0,0,45,45
1 (471).png,45,45,1,0,0,45,45
1 (472).png,45,45,1,0,0,45,45
1 (473).png,45,45,1,0,0,45,45
1 (474).png,45,45,1,0,0,45,45
1 (475).png,45,45,1,0,0,45,45
1 (476).png,45,45,1,0,0,45,45
1 (477).png,45,45,1,0,0,45,45
1 (478).png,45,45,1,0,0,45,45
1 (479).png,45,45,1,0,0,45,45
1 (480).png,45,45,1,0,0,45,45
1 (481).png,45,45,1,0,0,45,45
1 (482).png,45,45,1,0,0,45,45
1 (483).png,45,45,1,0,0,45,45
1 (484).png,45,45,1,0,0,45,45
1 (485).png,45,45,1,0,0,45,45
1 (486).png,45,45,1,0,0,45,45
1 (487).png,45,45,1,0,0,45,45
1 (488).png,45,45,1,0,0,45,45
1 (489).png,45,45,1,0,0,45,45
1 (490).png,45,45,1,0,0,45,45
1 (491).png,45,45,1,0,0,45,45
1 (492).png,45,45,1,0,0,45,45
1 (493).png,45,45,1,0,0,45,45
1 (494).png,45,45,1,0,0,45,45
2 (100).png,45,45,2,0,0,45,45
2 (101).png,45,45,2,0,0,45,45
2 (102).png,45,45,2,0,0,45,45
2 (103).png,45,45,2,0,0,45,45
2 (104).png,45,45,2,0,0,45,45
2 (105).png,45,45,2,0,0,45,45
2 (106).png,45,45,2,0,0,45,45
2 (107).png,45,45,2,0,0,45,45
2 (108).png,45,45,2,0,0,45,45
2 (109).png,45,45,2,0,0,45,45
2 (110).png,45,45,2,0,0,45,45
2 (111).png,45,45,2,0,0,45,45
2 (112).png,45,45,2,0,0,45,45
2 (113).png,45,45,2,0,0,45,45
2 (114).png,45,45,2,0,0,45,45
2 (115).png,45,45,2,0,0,45,45
2 (116).png,45,45,2,0,0,45,45
2 (117).png,45,45,2,0,0,45,45
2 (118).png,45,45,2,0,0,45,45
2 (119).png,45,45,2,0,0,45,45
2 (120).png,45,45,2,0,0,45,45
2 (121).png,45,45,2,0,0,45,45
2 (122).png,45,45,2,0,0,45,45
2 (123).png,45,45,2,0,0,45,45
2 (124).png,45,45,2,0,0,45,45
2 (125).png,45,45,2,0,0,45,45
2 (126).png,45,45,2,0,0,45,45
2 (127).png,45,45,2,0,0,45,45
2 (128).png,45,45,2,0,0,45,45
2 (129).png,45,45,2,0,0,45,45
2 (130).png,45,45,2,0,0,45,45
2 (131).png,45,45,2,0,0,45,45
2 (132).png,45,45,2,0,0,45,45
2 (133).png,45,45,2,0,0,45,45
2 (134).png,45,45,2,0,0,45,45
2 (135).png,45,45,2,0,0,45,45
2 (136).png,45,45,2,0,0,45,45
2 (137).png,45,45,2,0,0,45,45
2 (138).png,45,45,2,0,0,45,45
2 (139).png,45,45,2,0,0,45,45
2 (140).png,45,45,2,0,0,45,45
2 (141).png,45,45,2,0,0,45,45
2 (142).png,45,45,2,0,0,45,45
2 (143).png,45,45,2,0,0,45,45
2 (144).png,45,45,2,0,0,45,45
2 (145).png,45,45,2,0,0,45,45
2 (146).png,45,45,2,0,0,45,45
2 (147).png,45,45,2,0,0,45,45
2 (148).png,45,45,2,0,0,45,45
2 (149).png,45,45,2,0,0,45,45
2 (150).png,45,45,2,0,0,45,45
2 (151).png,45,45,2,0,0,45,45
2 (152).png,45,45,2,0,0,45,45
2 (153).png,45,45,2,0,0,45,45
2 (154).png,45,45,2,0,0,45,45
2 (155).png,45,45,2,0,0,45,45
2 (156).png,45,45,2,0,0,45,45
2 (157).png,45,45,2,0,0,45,45
2 (158).png,45,45,2,0,0,45,45
2 (159).png,45,45,2,0,0,45,45
2 (160).png,45,45,2,0,0,45,45
2 (161).png,45,45,2,0,0,45,45
2 (162).png,45,45,2,0,0,45,45
2 (163).png,45,45,2,0,0,45,45
2 (164).png,45,45,2,0,0,45,45
2 (165).png,45,45,2,0,0,45,45
2 (166).png,45,45,2,0,0,45,45
2 (167).png,45,45,2,0,0,45,45
2 (168).png,45,45,2,0,0,45,45
2 (169).png,45,45,2,0,0,45,45
2 (170).png,45,45,2,0,0,45,45
2 (171).png,45,45,2,0,0,45,45
2 (172).png,45,45,2,0,0,45,45
2 (173).png,45,45,2,0,0,45,45
2 (174).png,45,45,2,0,0,45,45
2 (175).png,45,45,2,0,0,45,45
2 (176).png,45,45,2,0,0,45,45
2 (177).png,45,45,2,0,0,45,45
2 (178).png,45,45,2,0,0,45,45
2 (179).png,45,45,2,0,0,45,45
2 (180).png,45,45,2,0,0,45,45
2 (181).png,45,45,2,0,0,45,45
2 (182).png,45,45,2,0,0,45,45
2 (183).png,45,45,2,0,0,45,45
2 (184).png,45,45,2,0,0,45,45
2 (185).png,45,45,2,0,0,45,45
2 (186).png,45,45,2,0,0,45,45
2 (187).png,45,45,2,0,0,45,45
2 (188).png,45,45,2,0,0,45,45
2 (189).png,45,45,2,0,0,45,45
2 (190).png,45,45,2,0,0,45,45
2 (191).png,45,45,2,0,0,45,45
2 (192).png,45,45,2,0,0,45,45
2 (193).png,45,45,2,0,0,45,45
2 (194).png,45,45,2,0,0,45,45
2 (195).png,45,45,2,0,0,45,45
2 (196).png,45,45,2,0,0,45,45
2 (197).png,45,45,2,0,0,45,45
2 (198).png,45,45,2,0,0,45,45
2 (199).png,45,45,2,0,0,45,45
2 (200).png,45,45,2,0,0,45,45
2 (201).png,45,45,2,0,0,45,45
2 (202).png,45,45,2,0,0,45,45
2 (203).png,45,45,2,0,0,45,45
2 (204).png,45,45,2,0,0,45,45
2 (205).png,45,45,2,0,0,45,45
2 (206).png,45,45,2,0,0,45,45
2 (207).png,45,45,2,0,0,45,45
2 (208).png,45,45,2,0,0,45,45
2 (209).png,45,45,2,0,0,45,45
2 (210).png,45,45,2,0,0,45,45
2 (211).png,45,45,2,0,0,45,45
2 (212).png,45,45,2,0,0,45,45
2 (213).png,45,45,2,0,0,45,45
2 (214).png,45,45,2,0,0,45,45
2 (215).png,45,45,2,0,0,45,45
2 (216).png,45,45,2,0,0,45,45
2 (217).png,45,45,2,0,0,45,45
2 (218).png,45,45,2,0,0,45,45
2 (219).png,45,45,2,0,0,45,45
2 (220).png,45,45,2,0,0,45,45
2 (221).png,45,45,2,0,0,45,45
2 (222).png,45,45,2,0,0,45,45
2 (223).png,45,45,2,0,0,45,45
2 (224).png,45,45,2,0,0,45,45
2 (225).png,45,45,2,0,0,45,45
2 (226).png,45,45,2,0,0,45,45
2 (227).png,45,45,2,0,0,45,45
2 (228).png,45,45,2,0,0,45,45
2 (229).png,45,45,2,0,0,45,45
2 (230).png,45,45,2,0,0,45,45
2 (231).png,45,45,2,0,0,45,45
2 (232).png,45,45,2,0,0,45,45
2 (233).png,45,45,2,0,0,45,45
2 (234).png,45,45,2,0,0,45,45
2 (235).png,45,45,2,0,0,45,45
2 (236).png,45,45,2,0,0,45,45
2 (237).png,45,45,2,0,0,45,45
2 (238).png,45,45,2,0,0,45,45
2 (239).png,45,45,2,0,0,45,45
2 (240).png,45,45,2,0,0,45,45
2 (241).png,45,45,2,0,0,45,45
2 (242).png,45,45,2,0,0,45,45
2 (243).png,45,45,2,0,0,45,45
2 (244).png,45,45,2,0,0,45,45
2 (245).png,45,45,2,0,0,45,45
2 (246).png,45,45,2,0,0,45,45
2 (247).png,45,45,2,0,0,45,45
2 (248).png,45,45,2,0,0,45,45
2 (249).png,45,45,2,0,0,45,45
2 (250).png,45,45,2,0,0,45,45
2 (251).png,45,45,2,0,0,45,45
2 (252).png,45,45,2,0,0,45,45
2 (253).png,45,45,2,0,0,45,45
2 (254).png,45,45,2,0,0,45,45
2 (255).png,45,45,2,0,0,45,45
2 (256).png,45,45,2,0,0,45,45
2 (257).png,45,45,2,0,0,45,45
2 (258).png,45,45,2,0,0,45,45
2 (259).png,45,45,2,0,0,45,45
2 (260).png,45,45,2,0,0,45,45
2 (261).png,45,45,2,0,0,45,45
2 (262).png,45,45,2,0,0,45,45
2 (263).png,45,45,2,0,0,45,45
2 (264).png,45,45,2,0,0,45,45
2 (265).png,45,45,2,0,0,45,45
2 (266).png,45,45,2,0,0,45,45
2 (267).png,45,45,2,0,0,45,45
2 (268).png,45,45,2,0,0,45,45
2 (269).png,45,45,2,0,0,45,45
2 (270).png,45,45,2,0,0,45,45
2 (271).png,45,45,2,0,0,45,45
2 (272).png,45,45,2,0,0,45,45
2 (273).png,45,45,2,0,0,45,45
2 (274).png,45,45,2,0,0,45,45
2 (275).png,45,45,2,0,0,45,45
2 (276).png,45,45,2,0,0,45,45
2 (277).png,45,45,2,0,0,45,45
2 (278).png,45,45,2,0,0,45,45
2 (279).png,45,45,2,0,0,45,45
2 (280).png,45,45,2,0,0,45,45
2 (281).png,45,45,2,0,0,45,45
2 (282).png,45,45,2,0,0,45,45
2 (283).png,45,45,2,0,0,45,45
2 (284).png,45,45,2,0,0,45,45
2 (285).png,45,45,2,0,0,45,45
2 (286).png,45,45,2,0,0,45,45
2 (287).png,45,45,2,0,0,45,45
2 (288).png,45,45,2,0,0,45,45
2 (289).png,45,45,2,0,0,45,45
2 (290).png,45,45,2,0,0,45,45
2 (291).png,45,45,2,0,0,45,45
2 (292).png,45,45,2,0,0,45,45
2 (293).png,45,45,2,0,0,45,45
2 (294).png,45,45,2,0,0,45,45
2 (295).png,45,45,2,0,0,45,45
2 (296).png,45,45,2,0,0,45,45
2 (297).png,45,45,2,0,0,45,45
2 (298).png,45,45,2,0,0,45,45
2 (299).png,45,45,2,0,0,45,45
2 (300).png,45,45,2,0,0,45,45
2 (301).png,45,45,2,0,0,45,45
2 (302).png,45,45,2,0,0,45,45
2 (303).png,45,45,2,0,0,45,45
2 (304).png,45,45,2,0,0,45,45
2 (305).png,45,45,2,0,0,45,45
2 (306).png,45,45,2,0,0,45,45
2 (307).png,45,45,2,0,0,45,45
2 (308).png,45,45,2,0,0,45,45
2 (309).png,45,45,2,0,0,45,45
2 (310).png,45,45,2,0,0,45,45
2 (311).png,45,45,2,0,0,45,45
2 (312).png,45,45,2,0,0,45,45
2 (313).png,45,45,2,0,0,45,45
2 (314).png,45,45,2,0,0,45,45
2 (315).png,45,45,2,0,0,45,45
2 (316).png,45,45,2,0,0,45,45
2 (317).png,45,45,2,0,0,45,45
2 (318).png,45,45,2,0,0,45,45
2 (319).png,45,45,2,0,0,45,45
2 (320).png,45,45,2,0,0,45,45
2 (321).png,45,45,2,0,0,45,45
2 (322).png,45,45,2,0,0,45,45
2 (323).png,45,45,2,0,0,45,45
2 (324).png,45,45,2,0,0,45,45
2 (325).png,45,45,2,0,0,45,45
2 (326).png,45,45,2,0,0,45,45
2 (327).png,45,45,2,0,0,45,45
2 (328).png,45,45,2,0,0,45,45
2 (329).png,45,45,2,0,0,45,45
2 (330).png,45,45,2,0,0,45,45
2 (331).png,45,45,2,0,0,45,45
2 (332).png,45,45,2,0,0,45,45
2 (333).png,45,45,2,0,0,45,45
2 (334).png,45,45,2,0,0,45,45
2 (335).png,45,45,2,0,0,45,45
2 (336).png,45,45,2,0,0,45,45
2 (337).png,45,45,2,0,0,45,45
2 (338).png,45,45,2,0,0,45,45
